Date,Open,High,Low,Close,Adj Close,Volume,Log_Price_Diff
2018-06-01,242.89999389648438,296.20001220703125,242.0,290.79998779296875,285.9104919433594,10894630,
2018-07-01,288.3999938964844,311.70001220703125,285.3999938964844,304.0,298.8885803222656,8194563,0.044391997724269494
2018-08-01,304.0,338.0,294.8999938964844,333.1000061035156,327.499267578125,13772837,0.09141506211678507
2018-09-01,332.29998779296875,346.6000061035156,312.20001220703125,312.8999938964844,307.638916015625,9355449,-0.06255913235445298
2018-10-01,312.8999938964844,318.1000061035156,252.0,279.70001220703125,274.99713134765625,11961823,-0.11216598731733995
2018-11-01,278.29998779296875,289.70001220703125,226.6999969482422,230.3000030517578,226.42776489257812,11111376,-0.19433482377334688
2018-12-01,235.0,263.70001220703125,233.10000610351562,243.3000030517578,239.2091827392578,8012641,0.054912442254798854
2019-01-01,243.3000030517578,297.0,240.6999969482422,280.79998779296875,276.0786437988281,11192839,0.14334736634665557
2019-02-01,282.0,324.70001220703125,277.70001220703125,316.1000061035156,310.7851257324219,13237019,0.11841600985106293
2019-03-01,316.6000061035156,322.20001220703125,300.29998779296875,309.0,303.80450439453125,8658511,-0.0227173616326386
2019-04-01,310.8999938964844,343.8999938964844,308.20001220703125,340.70001220703125,336.4239196777344,6740791,0.0976610835984415
2019-05-01,341.5,341.5,300.6000061035156,314.79998779296875,310.8489685058594,7779269,-0.07906488273004086
2019-06-01,314.79998779296875,333.20001220703125,302.6000061035156,306.29998779296875,302.45562744140625,8225096,-0.027372503780605406
2019-07-01,310.29998779296875,332.79998779296875,310.29998779296875,321.1000061035156,317.0699157714844,7816272,0.04718764611807291
2019-08-01,322.5,330.0,273.79998779296875,284.0,280.435546875,10427351,-0.12277838194240775
2019-09-01,283.6000061035156,296.5,273.3999938964844,278.1000061035156,274.6095886230469,10636930,-0.02099345497409022
2019-10-01,278.1000061035156,295.3999938964844,259.20001220703125,294.3999938964844,290.70501708984375,9408960,0.05695858293555478
2019-11-01,294.29998779296875,323.29998779296875,288.1000061035156,319.5,315.489990234375,7611831,0.08181790769491837
2019-12-01,320.70001220703125,320.70001220703125,302.8999938964844,313.29998779296875,309.3677673339844,4551407,-0.019596114822198807
2020-01-01,313.29998779296875,350.29998779296875,301.0,334.8999938964844,330.69671630859375,7247260,0.06667080257987834
2020-02-01,334.0,414.79998779296875,329.3999938964844,375.0,370.2934265136719,10915071,0.11309406439514191
2020-03-01,378.70001220703125,390.8999938964844,217.39999389648438,303.79998779296875,299.9870300292969,20879054,-0.2105564759898817
2020-04-01,296.20001220703125,343.5,280.8999938964844,311.29998779296875,308.79168701171875,13431953,0.024387488253954537
2020-05-01,305.0,367.5,291.70001220703125,361.70001220703125,358.78558349609375,21052255,0.1500581344726175
2020-06-01,361.70001220703125,383.5,338.3999938964844,353.3999938964844,350.5524597167969,9151456,-0.023214630092347477
2020-07-01,355.6000061035156,395.3999938964844,353.0,385.5,382.393798828125,5337769,0.0869406503886303
2020-08-01,384.5,456.29998779296875,381.1000061035156,451.8999938964844,448.2587890625,6763342,0.1589197099075088
2020-09-01,454.29998779296875,492.29998779296875,429.5,480.79998779296875,476.9259338378906,7792501,0.061990454921105
2020-10-01,482.79998779296875,525.0,449.1000061035156,459.70001220703125,455.9959411621094,7394416,-0.04487722846547282
