Date,Open,High,Low,Close,Adj Close,Volume,Log_Price_Diff
2018-06-01,61.84000015258789,63.08000183105469,59.86000061035156,61.380001068115234,58.2216682434082,13701850,
2018-07-01,61.0,68.41999816894531,60.220001220703125,67.80000305175781,64.31132507324219,9590951,0.09947817336425491
2018-08-01,67.9000015258789,69.63999938964844,65.41999816894531,69.30000305175781,65.73414611816406,6719242,0.021882710275239248
2018-09-01,69.31999969482422,70.81999969482422,67.5,70.0199966430664,66.4170913696289,8318449,0.010335917351256718
2018-10-01,70.30000305175781,71.0199966430664,55.58000183105469,57.56999969482422,54.60771179199219,10835122,-0.19577927419725594
2018-11-01,57.70000076293945,61.290000915527344,56.689998626708984,58.7599983215332,55.73647689819336,10031166,0.020459729354124434
2018-12-01,59.75,60.209999084472656,53.970001220703125,54.22999954223633,51.4395751953125,8411439,-0.0802270703290735
2019-01-01,54.22999954223633,60.650001525878906,53.369998931884766,58.720001220703125,55.69853591918945,4627462,0.0795461526829837
2019-02-01,59.43000030517578,61.7400016784668,56.439998626708984,59.459999084472656,56.40045928955078,7475305,0.012523397077784715
2019-03-01,59.59000015258789,60.900001525878906,50.5,50.790000915527344,48.17658233642578,15280790,-0.15760429933369213
2019-04-01,51.29999923706055,56.18000030517578,50.970001220703125,53.630001068115234,51.49601364135742,10508964,0.05440913007231574
2019-05-01,54.0,54.0,48.185001373291016,48.2599983215332,46.33969497680664,5806109,-0.10550560749399285
2019-06-01,47.2400016784668,49.810001373291016,46.54999923706055,47.7400016784668,45.84038162231445,5016731,-0.010833369348032917
2019-07-01,48.189998626708984,51.22999954223633,43.21500015258789,43.41999816894531,41.69227981567383,8425387,-0.09484953378980521
2019-08-01,43.55500030517578,44.04499816894531,39.79999923706055,42.095001220703125,40.420005798339844,6655560,-0.030991124490983957
2019-09-01,42.435001373291016,49.95000076293945,41.130001068115234,48.48500061035156,46.55574417114258,7608871,0.1413254865565765
2019-10-01,48.45500183105469,50.9900016784668,45.45500183105469,49.154998779296875,47.19908142089844,11743933,0.013724061640163487
2019-11-01,48.724998474121094,51.22999954223633,48.03499984741211,48.20000076293945,46.282081604003906,8733084,-0.019619509099960464
2019-12-01,48.20000076293945,55.5,46.70500183105469,54.27000045776367,52.11054992675781,9977916,0.11861255962507
2020-01-01,54.27000045776367,55.709999084472656,52.779998779296875,53.060001373291016,50.94869613647461,8422732,-0.022548221918799793
2020-02-01,53.33000183105469,61.22999954223633,52.279998779296875,52.84000015258789,50.737449645996094,10374688,-0.004154892049585079
2020-03-01,54.88999938964844,55.310001373291016,32.7599983215332,38.05500030517578,36.54075622558594,31164909,-0.32823599280316973
2020-04-01,37.45000076293945,45.21500015258789,35.939998626708984,43.744998931884766,42.460418701171875,15605826,0.13934480640268498
2020-05-01,42.86000061035156,46.959999084472656,38.119998931884766,45.16999816894531,43.84357452392578,16384597,0.03205581298817295
2020-06-01,45.16999816894531,52.29999923706055,45.154998779296875,45.79999923706055,44.455074310302734,11946450,0.013850965332525167
2020-07-01,45.810001373291016,52.91999816894531,45.154998779296875,48.97999954223633,47.54169464111328,13756398,0.06712796771601859
2020-08-01,48.8650016784668,52.20000076293945,48.52000045776367,50.689998626708984,49.201480865478516,6608798,0.03431658321421516
2020-09-01,50.689998626708984,50.88999938964844,46.10499954223633,48.599998474121094,47.172847747802734,11650264,-0.04210512588254378
2020-10-01,48.79999923706055,51.900001525878906,46.39500045776367,47.83000183105469,46.42546844482422,12119275,-0.015970403535000788
2020-11-01,48.22999954223633,56.65999984741211,47.880001068115234,53.34000015258789,51.77366256713867,16341597,0.10903342563977203
2020-12-01,53.33000183105469,54.349998474121094,48.18000030517578,49.380001068115234,47.92995071411133,14626137,-0.07714101606697721
2021-01-01,49.380001068115234,53.029998779296875,48.880001068115234,50.0099983215332,48.541446685791016,16545438,0.012677446320631613
